1.18546E+17,IDFC-BP-MH-Mum-Bandra Kurla Complex,Bank Lobby,IVIS5103C3,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 28s
1.18546E+17,SBI-Mumbai-Agarwal Nagar Nalasopra East,Lobby Camera 2,IVIS2797C2,SBI-MUMBAI,5/12/2019 10:35,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 24s
1.18546E+17,JFS-MH-Pune-Nigadi,Entrance & Lobby,IVIS8272C2,JFS,5/12/2019 10:35,Manual Wall,Camera Event,Staff on site,0d 0h 1m 8s
1.18546E+17,IDFC-BP-MH-Mum-Bandra Kurla Complex,ATM Lobby,IVIS5103C2,IDFC,5/12/2019 10:35,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 13s
1.18546E+17,SBI-AHMD-Vadodara-Tulsidham Char rasta,Lobby Camera 1,IVIS3279C1,SBI-AHD,5/12/2019 10:35,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 20s
1.18546E+17,JSFB-SK-Gangtok-Hotel Central Point,Entrance,IVIS11091C3,JFS,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18546E+17,IDFC-BP-GJ-Ahmedabad-Sun Square Complex Ground Floor-1,Entrance & Lobby,IVIS8336C1,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 25s
1.18546E+17,IDFC-BP-GJ-Ahmedabad-Sun Square Complex Ground Floor-2,Bank Teller,IVIS8331C1,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,IDFC-BP-MH-Mumbai-Andheri East-Everest Chambers,Strong Room,IVIS6091C6,IDFC,5/12/2019 10:35,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,SBI-Mumbai-Agarwal Nagar Nalasopra East,Lobby Camera 1,IVIS2797C1,SBI-MUMBAI,5/12/2019 10:35,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 17s
1.18546E+17,IDFC-BP-TN-Chennai-RK Salai Road,Strong Room,IVIS4824C1,IDFC,5/12/2019 10:34,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 16s
1.18546E+17,BOB-MH-Mum-Thane E Pai Rd Ratan House Onsite,Backroom,IVIS6347C3,BOB,5/12/2019 10:34,Team Member,Video Loss,ATM Transaction,0d 0h 0m 14s
1.18546E+17,JFS-WB-Singur,GL Desk,IVIS8314C7,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,SBI-Lucknow-Varanasi-Kajjakpura,Lobby,IVIS10133C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,Guard Sleeping,0d 0h 2m 15s
1.18546E+17,IDFC-BB-MP-Ratlam,Strong Room,IVIS5240C3,IDFC,5/12/2019 10:34,Manual Wall,Camera Event,No threat perceived,0d 0h 0m 42s
1.18546E+17,JFS-KTK-Bangalore-SR Nagar,GL Desk,IVIS8324C5,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,JFS-TN-Madurai-Nagercoil,Entrance & Lobby,IVIS8277C3,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,IDFC-BP-TN-Egattur Siruseri Branch,ATM Lobby,IVIS8346C3,IDFC,5/12/2019 10:34,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Moradabad-Jama Masjid,Lobby,IVIS10061C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 12s
1.18546E+17,SBI-Lucknow-Bareilly-Karamchari Nagar,Lobby Camera 2,IVIS4252C2,SBI-Lucknow,5/12/2019 10:34,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 28s
1.18546E+17,TSI-AB-Hyderabad-Green Hills Colony Branch Kothapet,Lobby Camera 1,IVIS4183C1,TSI-AB,5/12/2019 10:34,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 23s
1.18546E+17,BOB-RJ-Baran-Mangrool Onsite,Lobby,IVIS10225C1,BOB,5/12/2019 10:34,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 43s
1.18546E+17,SBI-Lucknow-Varanasi-Chetganj,Lobby,IVIS10175C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 36s
1.18546E+17,JFS-MH-Mumbai-Virar,Bank Teller & Bank Vault,IVIS5519C2,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,JFS-MP-Bhopal-Gwalior1,Lobby,IVIS5594C2,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Narhi Seth Ramjas Rd,Lobby,IVIS10065C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Helmet,ATM Transaction,0d 0h 2m 15s
1.18546E+17,SBI-Lucknow-Moradabad-KGK Homeo Medical,Lobby,IVIS10010C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 13s
1.18546E+17,SBI-Lucknow-Moradabad-Deputy Gunj Chouraha,Lobby,IVIS10072C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,ATM Transaction,0d 0h 2m 15s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:34,Team Member,Video Loss,ATM Transaction,0d 0h 0m 23s
1.18546E+17,SBI-HYD-Sec-Lalapet,Lobby Camera 2,IVIS4791C2,SBI-HYD,5/12/2019 10:34,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 21s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:34,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 12s
1.18546E+17,TSI-AB Kavadiguda Hyderabad,Lobby Camera 1,IVIS2465C1,TSI-AB,5/12/2019 10:34,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 33s
1.18546E+17,JFS-MH-Pune-Nigadi,GL Desk,IVIS8272C5,JFS,5/12/2019 10:34,Manual Wall,Camera Event,Staff on site,0d 0h 0m 34s
1.18546E+17,JFS-MP-Bhopal-Pipariya,ATM Lobby,IVIS5528C8,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,SBI-Bhopal-Jabalpur-Karmeta,Lobby Camera 1,IVIS4067C1,SBI-Bhopal,5/12/2019 10:34,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 37s
1.18546E+17,JFS-MP-Bhopal-Pipariya,Main Entrance,IVIS5528C7,JFS,5/12/2019 10:34,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Odean Cinema Cantt,Lobby,IVIS10098C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Crowd,ATM Transaction,0d 0h 2m 22s
1.18546E+17,SBI-Bhopal-Jabalpur-Maharajpur,Lobby Camera 1,IVIS4048C1,SBI-Bhopal,5/12/2019 10:34,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 29s
1.18546E+17,IDFC-BP-MH-Mum-Siddhi Vinayak Temple Prabhadevi,ATM Lobby,IVIS5100C3,IDFC,5/12/2019 10:34,Team Member,Camera Event,ATM Transaction,0d 0h 0m 26s
1.18546E+17,JFS-WB-Kolkata-Thakurpukur,Entrance,IVIS5607C5,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 14s
1.18546E+17,JFS-RJ-Jaipur-Mansrovar,Entrance & Lobby,IVIS8261C4,JFS,5/12/2019 10:34,Manual Wall,Camera Event,No threat perceived,0d 0h 1m 1s
1.18546E+17,TSI-AB-Hyderabad-Balanagar X Roads,Lobby Camera 1,IVIS2624C1,TSI-AB,5/12/2019 10:34,Team Member,Metal_UPS,False Activity,0d 0h 0m 44s
1.18546E+17,TSI-AB-Hyderabad-Madhuranagar Yousufguda,Lobby Camera 1,IVIS2700C1,TSI-AB,5/12/2019 10:34,Manual Wall,GUARD_TOUR,No threat perceived,0d 0h 3m 39s
1.18546E+17,SBI-Bhopal-Spl Currency Admin Berasia Road,Lobby Camera 2,IVIS3663C2,SBI-Bhopal,5/12/2019 10:34,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 20s
1.18546E+17,IDFC-BP-GJ-Ahmedabad-Sun Square Complex Ground Floor-1,Entrance,IVIS8336C5,IDFC,5/12/2019 10:34,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 17s
1.18546E+17,TSI-AB-Hyderabad-Amberpet Police Station,Lobby Camera 2,IVIS2743C2,TSI-AB,5/12/2019 10:34,Team Member,Vibration_Front_glass,ATM Transaction,0d 0h 0m 43s
1.18546E+17,JSFB-PB-Bathinda-Rampura Phul,Entrance & Lobby,IVIS10703C1,JFS,5/12/2019 10:34,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Helmet,ATM Transaction,0d 0h 2m 21s
1.18546E+17,CBI-MP-Bhopal-Gulmohar P O Onsite,Lobby,IVIS8601C1,CBI,5/12/2019 10:34,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 12s
1.18546E+17,SBI-Lucknow-Moradabad-Chander Nagar Colony,Lobby,IVIS10076C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 22s
1.18546E+17,TSI-AB-Vizag-Cancer Hospital MVP Colony,Lobby Camera 1,IVIS8988C1,TSI-AB,5/12/2019 10:34,Manual Wall,ATM1 Vibration Sensor,ATM Transaction,0d 0h 3m 17s
1.18546E+17,IDFC-BB-RJ-Harsoli,Shutter/Lobby,IVIS5184C1,IDFC,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 55s
1.18546E+17,SBI-Lucknow-Bareilly-Vrindavan Colony,Lobby,IVIS10068C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 24s
1.18546E+17,CBI-MP-GWL-Morena Semai Onsite,Lobby Camera ,IVIS6031C1,CBI,5/12/2019 10:34,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 51s
1.18546E+17,JFS-WB-Singur,Strong Room,IVIS8314C2,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 18s
1.18546E+17,SBI-Lucknow-Varanasi-Bhelupur Jal Sansthan,Lobby,IVIS10157C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Crowd,ATM Transaction,0d 0h 2m 24s
1.18546E+17,JFS-OR-Odisha-Keonjhar,Lobby,IVIS5604C3,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 30s
1.18546E+17,SBI-Amaravati-Ongole-Court Circle,Lobby Camera 2,IVIS1575C2,SBI-Amaravati,5/12/2019 10:34,Team Member,Vibration_Front_glass,False Activity,0d 0h 0m 26s
1.18546E+17,JSFB-PB-Bathinda-Rampura Phul,Bank Teller & Bank Vault,IVIS10703C3,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 22s
1.18546E+17,SBI-Lucknow-Kanpur-Ganga Vihar Colony,Lobby,IVIS10126C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 26s
1.18546E+17,SBI-Lucknow-Allahabad-Muratganj Branch,Lobby Camera 1,IVIS3653C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 19s
1.18546E+17,TSI-AB-Vizag-Kurmannapalem Arch,Lobby Camera 2,IVIS2569C2,TSI-AB,5/12/2019 10:34,Manual Wall,Vibration_Front_glass,ATM Transaction,0d 0h 4m 2s
1.18546E+17,OBC-Amaravati-Guntur Naaz Centre Offsite,Lobby,IVIS11059C1,OBC,5/12/2019 10:34,Manual Wall,Backdoor Sensor,No threat perceived,0d 0h 3m 54s
1.18546E+17,JFS-WB-Kolkata-Kadamtala,Branch Entrance,IVIS5580C3,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18546E+17,IDFC-BP-KTK-Bangalore-Richmond Town,Shutter,IVIS5110C7,IDFC,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,SBI-Lucknow-Varanasi-Bhelupur Jal Sansthan,Lobby,IVIS10157C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Helmet,ATM Transaction,0d 0h 2m 30s
1.18546E+17,IDFC-BP-MH-Mum-Glamcent Chembur,Entrance-1,IVIS5099C2,IDFC,5/12/2019 10:34,Team Member,Camera Event,Guard/Staff On Site,0d 0h 1m 2s
1.18546E+17,JFS-WB-Kolkata-Sithi,Lobby,IVIS5572C2,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 37s
1.18546E+17,JFS-KTK-Bangalore-Papareddi Palya,Bank Teller & Bank Vault,IVIS5475C2,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 32s
1.18546E+17,SBI-HYD-Karmanghat,Lobby,IVIS10046C1,SBI-HYD,5/12/2019 10:34,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 17s
1.18546E+17,JFS-MH-Aurangabad 2-Baba Petrol Pump,Lobby,IVIS5563C3,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 36s
1.18546E+17,TSI-AB-Hyderabad-Anand Nagar Colony Khairatabad,Lobby Camera,IVIS5046C1,TSI-AB,5/12/2019 10:34,Team Member,Vibration_ATM2,False Activity,0d 0h 0m 19s
1.18546E+17,SBI-HYD-Jubliee Hills SBI Quarters,Lobby Camera 1,IVIS4891C1,SBI-HYD,5/12/2019 10:34,Team Member,Metal_UPS,False Activity,0d 0h 0m 13s
1.18546E+17,CBI-CG-Raipur-Deosundra,Lobby Camera 1,IVIS8468C1,CBI,5/12/2019 10:34,Team Member,ATM1 Vibration Sensor,False Activity,0d 0h 1m 3s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:34,Team Member,Video Loss,ATM Transaction,0d 0h 0m 16s
1.18546E+17,JSFB-JH-Hazaribagh-Indrapuri Chowk,Entrance,IVIS10711C1,JFS,5/12/2019 10:34,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 14s
1.18546E+17,SBI-Lucknow-Kanpur-Shivnagar Masuwapur,Lobby,IVIS10144C1,SBI-Lucknow,5/12/2019 10:34,Team Member,Helmet,ATM Transaction,0d 0h 2m 32s
1.18546E+17,JFS-GJ-Surat-Gotri Road,Entrance,IVIS5583C1,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 27s
1.18546E+17,IDFC-BP-MH-Mumbai-Bandra West-30th Road,Teller-2,IVIS8338C7,IDFC,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 24s
1.18546E+17,IDFC-BP-TS-Hyd-Jubliee Hills Check Post,Teller-2,IVIS5497C3,IDFC,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 1m 9s
1.18546E+17,JFS-KTK-Bangalore-Mahalakshmi Layout,Bank Lobby,IVIS8321C2,JFS,5/12/2019 10:34,Team Member,Camera Event,False Activity,0d 0h 0m 33s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:34,Team Member,Video Loss,False Activity,0d 0h 0m 13s
1.18546E+17,ivis6188,Lobby,IVIS6188C1,None,5/12/2019 10:34,Team Member,Fire Smoke Sensor,Guard/Staff On Site,0d 0h 0m 50s
1.18546E+17,IDFC-BP-TN-Chennai-T Nagar,ATM Lobby,IVIS8343C4,IDFC,5/12/2019 10:34,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 31s
1.18546E+17,SBI-Lucknow-Kanpur-Raj Press Road,Lobby,IVIS10117C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 39s
1.18546E+17,CBI-GJ-Baroda-Angadh Branch,Lobby Camera 1,IVIS5774C1,CBI,5/12/2019 10:33,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 51s
1.18546E+17,TSI-AB-Pathapatnam-APGVBOPP Govt Jr College,Lobby Camera 1,IVIS4346C1,TSI-AB,5/12/2019 10:33,Team Member,Vibration_ATM1,False Activity,0d 0h 1m 11s
1.18546E+17,IDFC-BP-Goa-Milroc Lar Menezes,ATM Lobby,IVIS5628C5,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff On Site,0d 0h 1m 15s
1.18546E+17,JFS-TN-Chennai-Redhills,Bank entrance,IVIS5602C2,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 15s
1.18546E+17,JFS-MH-Pune-Kalewadi,Entrance & Lobby,IVIS8287C1,JFS,5/12/2019 10:33,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 21s
1.18546E+17,CBI-TS-Hyd-Champapet-Jitta Anji Reddy Cmplx Onsite,Lobby Camera 1,IVIS8378C1,CBI,5/12/2019 10:33,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 14s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,ATM Lobby-1,IVISIB01C9,ICICI-POC,5/12/2019 10:33,Team Member,Camera Event,ATM Transaction,0d 0h 1m 14s
1.18546E+17,SBI-Lucknow-Moradabad-Khushalpur,Lobby,IVIS10097C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 29s
1.18546E+17,BOB-TN-Virudhunagar-Mallankinaru Rd Onsite,Pinhole,IVIS7512C2,BOB,5/12/2019 10:33,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 0m 57s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:33,Team Member,Video Loss,Guard/Staff On Site,0d 0h 0m 21s
1.18546E+17,SBI-Lucknow-Varanasi-Ramkatora,Lobby,IVIS10166C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 29s
1.18546E+17,SBI-Lucknow-Varanasi-Babatpur Branch,Lobby Camera 1,IVIS4250C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 33s
1.18546E+17,SBI-Amaravati-Hindupur-Teachers Colony,Lobby Camera 1,IVIS4712C1,SBI-Amaravati,5/12/2019 10:33,Team Member,Vibration_ATM1,False Activity,0d 0h 0m 13s
1.18546E+17,SBI-Mumbai-Yavatmal-Umersa Theenfoto Chowk,Lobby Camera 1,IVIS3801C1,SBI-MUMBAI,5/12/2019 10:33,Team Member,Vibration_ATM1,ATM Transaction,0d 0h 0m 18s
1.18546E+17,JFS-TN-Trichy- Madhurantakam,Entrance & Lobby,IVIS8285C2,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 11s
1.18546E+17,SBI-Lucknow-Kanpur-Tewari Rail Bazar,Lobby,IVIS10152C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Crowd,ATM Transaction,0d 0h 2m 31s
1.18546E+17,SBI-Lucknow-Kanpur-Tewari Rail Bazar,Lobby,IVIS10152C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Helmet,Guard Sleeping,0d 0h 2m 30s
1.18546E+17,IDFC-BB-KTK-Muchandi,Shutter/Lobby,IVIS5125C1,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 23s
1.18546E+17,BOB-Delhi-Burari St Mary School Offsite,Lobby,IVIS7034C1,BOB,5/12/2019 10:33,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 1m 22s
1.18546E+17,UBI-HR-Hissar-C R College of Education,Lobby Camera 1,IVIS5377C1,UBI,5/12/2019 10:33,Manual Wall,Smoke Sensor,No threat perceived,0d 0h 1m 40s
1.18546E+17,IDFC-BP-KTK-Mangalore,ATM Lobby,IVIS6110C1,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 25s
1.18546E+17,JSFB-PB-Bathinda-Rampura Phul,Lobby,IVIS10703C5,JFS,5/12/2019 10:33,Manual Wall,Camera Event,Staff on site,0d 0h 0m 57s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby-1,IVIS6094C1,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 21s
1.18546E+17,SBI-Bhopal-Bhavani Tower Narela,Lobby Camera 1,IVIS2952C1,SBI-Bhopal,5/12/2019 10:33,Team Member,Vibration_ATM2,ATM Transaction,0d 0h 0m 29s
1.18546E+17,IDFC-BB-MP-Ratlam,Teller-1,IVIS5240C1,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 17s
1.18546E+17,SBI-HYD-Jagtial New Bus Stand,Lobby Camera 1,IVIS3127C1,SBI-HYD,5/12/2019 10:33,Team Member,Metal_Backdoor,False Activity,0d 0h 0m 12s
1.18546E+17,IDFC-BP-MH-Mum-Glamcent Chembur,Entrance-1,IVIS5099C2,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 13s
1.18546E+17,IDFC-BB-MP-Ratlam,Shutter/Lobby,IVIS5240C2,IDFC,5/12/2019 10:33,Manual Wall,Camera Event,Slow Site/Not Playing,0d 0h 0m 50s
1.18546E+17,IDFC-BB-KTK-Dharwad,Teller-2,IVIS6004C3,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,JFS-WB-Kolkata-Bagnan,Bank Entrance,IVIS5576C5,JFS,5/12/2019 10:33,Team Member,Camera Event,Guard / Staff on Site,0d 0h 0m 17s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:33,Team Member,Video Loss,False Activity,0d 0h 0m 18s
1.18546E+17,BOB-Delhi-Mahendra Park Sanjay Nagar Offsite,Lobby,IVIS6926C1,BOB,5/12/2019 10:33,Team Member,Backdoor Sensor,Guard/Staff On Site,0d 0h 0m 50s
1.18546E+17,IDFC-BP-MH-Mumbai-Andheri East-Everest Chambers,Strong Room,IVIS6091C6,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 20s
1.18546E+17,IDFC-BB-KTK-Dharwad,Teller-1,IVIS6004C2,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 13s
1.18546E+17,SBI-Lucknow-Kanpur-Bajrang Crossing,Lobby,IVIS10110C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,ATM Transaction,0d 0h 2m 31s
1.18546E+17,SBI-HYD-Ramagundam Jyothinagar,Lobby Camera 1,IVIS3193C1,SBI-HYD,5/12/2019 10:33,Team Member,GUARD_TOUR,ATM Transaction,0d 0h 0m 58s
1.18546E+17,SBI-Chennai-Thavittu Santhi Madurai,Lobby,IVIS1536C1,SBI-CHE,5/12/2019 10:33,Team Member,Vibration_ATM2,ATM Transaction,0d 0h 0m 15s
1.18546E+17,TSI-AB Kancharapalem Vizag,Lobby Camera 1,IVIS2696C1,TSI-AB,5/12/2019 10:33,Manual Wall,GUARD_TOUR,ATM Transaction,0d 0h 4m 32s
1.18546E+17,BOB-RJ-Jodhpur-Chopasani Housing Board Onsite,Lobby,IVIS7718C1,BOB,5/12/2019 10:33,Team Member,Backdoor Sensor,ATM Transaction,0d 0h 0m 42s
1.18546E+17,TSI-AB Gopalapatnam Vizag,Lobby Camera 1,IVIS2698C1,TSI-AB,5/12/2019 10:33,Team Member,GUARD_TOUR,False Activity,0d 0h 0m 20s
1.18546E+17,JFS-MH-Thane-Panchpakhdi,GL Desk,IVIS8290C4,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 19s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,ATM Lobby,IVIS6094C11,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 13s
1.18546E+17,IDFC-BP-UP-Noida Sector-18,Entrance & ATM Lobby,IVIS6094C9,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 21s
1.18546E+17,SBI-Lucknow-Chaupatiya,Lobby,IVIS10115C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 29s
1.18546E+17,BOB-RJ-Kota-Dadabari Chhota Chouraha Offsite,Lobby,IVIS7744C1,BOB,5/12/2019 10:33,Team Member,Glass Break Sensor,ATM Transaction,0d 0h 1m 26s
1.18546E+17,JFS-MH-Auranagabad-Jalgaon,Entrance & GL Desk,IVIS8286C1,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 36s
1.18546E+17,Central Bank ZO Bhopal-POC,Cam9,IVISC001C2,CBI-POC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 12s
1.18546E+17,SBI-Lucknow-Balaganj Chauraha,Lobby,IVIS10109C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Crowd,Guard Sleeping,0d 0h 2m 32s
1.18546E+17,SBI-Lucknow-Kanpur-Keshavpuram,Lobby,IVIS10159C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Loitering,Guard/Staff On Site,0d 0h 2m 31s
1.18546E+17,IDFC-BP-MH-Mumbai-Mulund,Entrance & Lobby,IVIS5542C8,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 14s
1.18546E+17,TSI-AB-Hyderabad-Rallaguda Rd Shamshabad,Lobby Camera 1,IVIS3190C1,TSI-AB,5/12/2019 10:33,Manual Wall,Plastic_ATM1_Door,ATM Transaction,0d 0h 4m 34s
1.18546E+17,IDFC-BP-KL-Cochin,ATM Lobby,IVIS5627C6,IDFC,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 29s
1.18546E+17,JSFB-MP-Bhopal-Sonagiri Sec-A,GL Desk,IVIS10697C2,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 29s
1.18546E+17,JFS-KTK-Mysore-KG Koppalu,Entrance,IVIS8323C3,JFS,5/12/2019 10:33,Team Member,Camera Event,False Activity,0d 0h 0m 18s
1.18546E+17,CBI-GJ-Vadodara-Makarpura Rd Onsite,Lobby Camera 1,IVIS8902C1,CBI,5/12/2019 10:33,Team Member,Glass Break Sensor,False Activity,0d 0h 0m 32s
1.18546E+17,IDFC-BP-KTK-Sarjapur Road Bellandur Branch,ATM Lobby ,IVIS8341C1,IDFC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff on site,0d 0h 0m 16s
1.18546E+17,ICICI-Guntur-Lakshmi Puram,Branch Entrance,IVISIB01C11,ICICI-POC,5/12/2019 10:33,Team Member,Camera Event,Guard/Staff On Site,0d 0h 0m 23s
1.18546E+17,BOB-Delhi-Sangli Saket Onsite,Backroom,IVIS6218C3,BOB,5/12/2019 10:33,Team Member,Video Loss,False Activity,0d 0h 0m 21s
1.18546E+17,SBI-Lucknow-Bareilly-84 Ghanta Mandir,Lobby,IVIS10100C1,SBI-Lucknow,5/12/2019 10:33,Team Member,Crowd,ATM Transaction,0d 0h 1m 57s
